Order #,Order Date,Amount,Tip,Gratuity,Total,Void User,Void Approver,Void Date,Type,Receipt
6,4/26/26 6:34 PM,47.60,7.50,0.00,55.10,,,,Credit,NhHyspCCcHRRp
8,4/26/26 7:10 PM,154.89,30.00,0.00,184.89,,,,Credit,hJ9wy7FWyzWrY
10,4/26/26 8:08 PM,67.71,15.00,0.00,82.71,,,,Credit,MmHYqzsqkrqRL
2,4/27/26 5:28 PM,34.63,7.00,0.00,41.63,,,,Credit,FpnMLmfTHK9pk
1,4/27/26 5:15 PM,87.13,16.00,0.00,103.13,,,,Credit,ntNCCCxJwtxc7
3,4/27/26 5:48 PM,158.84,0.00,0.00,158.84,,,,Cash,CnhNtbNsxhRkP
1,4/28/26 4:41 PM,40.57,4.00,0.00,44.57,,,,Credit,7KTjkmqNzcY9T
2,4/28/26 5:38 PM,94.68,0.00,0.00,94.68,,,,Credit,kxJwYKNcNnqMb
3,4/28/26 5:42 PM,74.13,20.00,0.00,94.13,,,,Credit,KPNWjybkdTgWL
6,4/28/26 6:34 PM,96.85,20.00,0.00,116.85,,,,Credit,PHxnrrkysLttc
5,4/28/26 6:30 PM,62.75,13.00,0.00,75.75,,,,Credit,nFtkNW7bbLm9r
4,4/28/26 6:24 PM,168.27,25.20,0.00,193.47,,,,Credit,yCFjxRzPnHX7m
7,4/28/26 6:40 PM,97.92,15.00,0.00,112.92,,,,Credit,n9RwY9hCdXxdX
1,4/29/26 5:19 PM,37.87,4.00,0.00,41.87,,,,Credit,kxNdrdbXjTYdW
3,4/29/26 5:40 PM,105.50,20.00,0.00,125.50,,,,Credit,z7xtdmJtXHcxW
2,4/29/26 5:29 PM,118.48,20.00,0.00,138.48,,,,Credit,YXpWqtxdncXjq
5,4/29/26 6:00 PM,64.37,13.00,0.00,77.37,,,,Credit,wwRWnptHpJFMj
4,4/29/26 5:49 PM,108.42,20.58,0.00,129.00,,,,Credit,wcHjdLRtmHCcp
4,4/29/26 5:49 PM,108.42,20.00,0.00,128.42,,,,Credit,csnhzhLxhJdJm
6,4/29/26 6:05 PM,56.26,0.00,10.40,66.66,,,,Credit,psYknC7XLmwfn
6,4/29/26 6:05 PM,135.91,0.00,25.12,161.03,,,,Credit,yfwFhKNxYCmcn
8,4/29/26 6:44 PM,75.21,15.00,0.00,90.21,,,,Credit,97xsmjTTqCsT7
7,4/29/26 6:43 PM,88.19,22.00,0.00,110.19,,,,Credit,FyFXrjxgCCsdK
3,4/30/26 6:51 PM,81.42,0.00,0.00,81.42,,,,Credit,syRfL9jPrdFzJ
3,4/30/26 6:51 PM,81.42,0.00,0.00,81.42,,,,Credit,mjCzpdhzdfMnm
3,4/30/26 6:51 PM,81.42,0.00,0.00,81.42,,,,Credit,HdYxgWMYgKKHL
2,4/30/26 6:43 PM,36.78,13.22,0.00,50.00,,,,Credit,MkMPTrJT9RFw7
3,4/30/26 6:51 PM,81.42,0.00,0.00,81.42,,,,Credit,ybfKdMcTmLFWF
3,4/30/26 6:51 PM,81.42,16.00,0.00,97.42,,,,Credit,r9bFgHqXCsbxY
1,4/30/26 6:38 PM,156.91,35.00,0.00,191.91,,,,Credit,79jcHcgjtcNkm
1,5/1/26 5:08 PM,67.09,9.00,0.00,76.09,,,,Credit,fdxNqFbs7pkn9
2,5/1/26 5:08 PM,74.65,15.00,0.00,89.65,,,,Credit,zYcHKpsnbrmMT
2,5/1/26 5:08 PM,74.65,0.00,0.00,74.65,,,,Credit,LdgFchMmTMyyp
3,5/1/26 5:22 PM,110.90,22.18,0.00,133.08,,,,Credit,TrXdMfwXdhKmN
4,5/1/26 5:46 PM,23.27,10.23,0.00,33.50,,,,Credit,gFLkfYRqJ7cmF
5,5/1/26 5:53 PM,39.93,9.07,0.00,49.00,,,,Credit,9bHnJYbsh9sbM
6,5/1/26 5:54 PM,54.53,11.53,0.00,66.06,,,,Credit,zpKgnCsCgPMkY
7,5/1/26 6:11 PM,62.20,0.00,0.00,62.20,,,,Credit,xqhzLjjkN7nLY
8,5/1/26 6:22 PM,50.43,18.00,0.00,68.43,,,,Credit,KfNzmx7qC9qgX
10,5/1/26 6:37 PM,41.67,8.00,0.00,49.67,,,,Credit,qXgHpXmrnhgXd
12,5/1/26 7:17 PM,75.19,17.00,0.00,92.19,,,,Credit,LTFc9NMrr9PYw
11,5/1/26 7:07 PM,67.08,14.00,0.00,81.08,,,,Credit,zmTCfJhHWbpCX
14,5/1/26 7:26 PM,24.62,0.00,0.00,24.62,,,,Credit,z7JR9xJh9FrfY
14,5/1/26 7:26 PM,24.61,0.00,0.00,24.61,,,,Credit,bKxrPgyLsTWk7
14,5/1/26 7:26 PM,24.61,0.00,0.00,24.61,,,,Credit,YmdgYsynRtwbF
14,5/1/26 7:26 PM,24.61,0.00,0.00,24.61,,,,Credit,sXJJXqyfRTCXr
14,5/1/26 7:26 PM,24.61,0.00,0.00,24.61,,,,Credit,zXP9wqKwM7gzg
13,5/1/26 7:26 PM,98.43,21.57,0.00,120.00,,,,Credit,phcYKmmgWjtn9
9,5/1/26 6:29 PM,94.45,24.00,0.00,118.45,,,,Credit,9tMXyCsywsKqC
15,5/1/26 7:53 PM,64.37,13.00,0.00,77.37,,,,Credit,Mt9WdyMfrgHbN
17,5/1/26 8:20 PM,45.99,6.00,0.00,51.99,,,,Credit,PLPjsrrqptTWn
16,5/1/26 8:05 PM,142.83,28.00,0.00,170.83,,,,Credit,WXyzdmNdgwRwp
3,5/2/26 6:02 PM,13.51,2.00,0.00,15.51,,,,Credit,gjTNmqfshbCtC
1,5/2/26 5:40 PM,40.04,8.00,0.00,48.04,,,,Credit,qnKLW9H9RLwYk
1,5/2/26 5:40 PM,115.23,30.00,0.00,145.23,,,,Credit,jwKX9zgszhL7c
4,5/2/26 6:03 PM,80.79,20.00,0.00,100.79,,,,Credit,RmbCHddHjsjfJ
2,5/2/26 5:55 PM,136.34,22.00,0.00,158.34,,,,Credit,bXknh7sMLPgyP
5,5/2/26 6:10 PM,77.37,8.00,0.00,85.37,,,,Credit,YxqfWbP9yCs7X
6,5/2/26 6:18 PM,78.45,10.88,0.00,89.33,,,,Credit,kpptqHLwLjnxw
7,5/2/26 6:29 PM,55.72,9.00,0.00,64.72,,,,Credit,fXzFsT9zsYL9p
10,5/2/26 6:42 PM,49.22,0.00,0.00,49.22,,,,Credit,shPbY9bdYTMTM
8,5/2/26 6:29 PM,70.34,5.28,0.00,75.62,,,,Credit,gyfKpCwRph9pg
11,5/2/26 6:50 PM,91.98,18.00,0.00,109.98,,,,Credit,RNzknRY9bzjwh
13,5/2/26 6:56 PM,111.98,23.02,0.00,135.00,,,,Credit,gLcPWbgYjpkLr
12,5/2/26 6:53 PM,29.21,0.00,0.00,29.21,,,,Cash,tHrFgxhqYhMRH
14,5/2/26 7:09 PM,41.91,8.00,0.00,49.91,,,,Credit,gskwpPYzJFTdm
14,5/2/26 7:09 PM,41.91,10.00,0.00,51.91,,,,Credit,TjmcPFfFTdbYb
15,5/2/26 7:21 PM,113.61,20.00,0.00,133.61,,,,Credit,CzJYNhPPCm7WF
1,5/3/26 5:09 PM,84.97,20.00,0.00,104.97,,,,Credit,xRbjfXqJPMKfJ
2,5/3/26 5:24 PM,33.55,0.00,0.00,33.55,,,,Credit,tncmwqNWhYbRm
3,5/3/26 5:31 PM,55.70,0.00,10.30,66.00,,,,Credit,qH7xJPcrMCWpq
3,5/3/26 5:31 PM,58.44,0.00,10.80,69.24,,,,Credit,MPHLqzdsKgb7x
3,5/3/26 5:31 PM,46.53,0.00,8.60,55.13,,,,Credit,YXnXxXPkCpJnr
4,5/3/26 5:53 PM,49.22,10.00,0.00,59.22,,,,Credit,7mbnsKgndpWqM
2,5/3/26 5:24 PM,11.36,0.00,0.00,11.36,,,,Credit,xgbxqrzLFsbzy
7,5/3/26 6:23 PM,22.15,5.00,0.00,27.15,,,,Credit,WwcmRhxNJgtyr
10,5/3/26 7:01 PM,18.38,10.00,0.00,28.38,,,,Credit,zNYHrbz9hYmjq
8,5/3/26 6:24 PM,82.97,10.00,0.00,92.97,,,,Credit,KqYRfjjHcpCgY
11,5/3/26 7:47 PM,149.29,23.00,0.00,172.29,,,,Credit,bm9cpdthXnRqj
2,5/4/26 5:33 PM,27.59,5.00,0.00,32.59,,,,Credit,LLNxKnF7KgnXy
1,5/4/26 5:06 PM,35.71,0.00,0.00,35.71,,,,Cash,PMPqNNzqPP9kM
4,5/4/26 6:48 PM,54.10,10.00,0.00,64.10,,,,Credit,9hRWhWbRNzfMh
3,5/4/26 6:30 PM,102.26,21.00,0.00,123.26,,,,Credit,HjjknrpmHNNLR
5,5/4/26 7:07 PM,71.40,14.00,0.00,85.40,,,,Credit,cjdgCdFJWmJmJ
7,5/4/26 7:31 PM,23.90,5.00,0.00,28.90,,,,Credit,yWN9pj7YbxcXn
6,5/4/26 7:27 PM,49.22,9.00,0.00,58.22,,,,Credit,9qmCLzNMbFkxK
1,5/5/26 5:44 PM,78.99,7.00,0.00,85.99,,,,Credit,skYjNLcWKrCqF
1,5/6/26 5:09 PM,127.14,10.00,23.50,160.64,,,,Credit,MzpLfspXh9zrT
2,5/6/26 5:11 PM,65.44,13.00,0.00,78.44,,,,Credit,wMCjsRjNNLMzs
3,5/6/26 5:28 PM,108.75,20.00,0.00,128.75,,,,Credit,kTjmnLFkwYpqs
3,5/6/26 5:28 PM,24.89,5.00,0.00,29.89,,,,Credit,TXxpfcbwLrzfX
4,5/6/26 5:57 PM,195.65,20.00,36.17,251.82,,,,Credit,sTbXrzPgWdfxq
6,5/6/26 6:40 PM,74.68,25.32,0.00,100.00,,,,Credit,Fwd9xPbw9tPLm
8,5/6/26 7:10 PM,50.31,9.69,0.00,60.00,,,,Credit,KYPwJYqrknytk
7,5/6/26 6:55 PM,191.54,30.00,0.00,221.54,,,,Credit,h9PxhwKLWjwdH
1,5/7/26 5:03 PM,35.71,8.00,0.00,43.71,,,,Credit,tpLtnkfJCFwKL
2,5/7/26 5:07 PM,84.40,15.60,0.00,100.00,,,,Credit,PKdjtTKwmqmLj
3,5/7/26 5:46 PM,93.59,20.00,0.00,113.59,,,,Credit,9fzT7XdqTN7nF
4,5/7/26 6:10 PM,56.27,10.00,0.00,66.27,,,,Credit,7frYymXyfwygm
5,5/7/26 6:34 PM,94.15,20.00,0.00,114.15,,,,Credit,trn9RwpytfpHj
6,5/7/26 6:52 PM,145.17,20.00,0.00,165.17,,,,Credit,qXYLHgyJw7TCR
6,5/7/26 6:52 PM,143.18,30.00,0.00,173.18,,,,Credit,kkNF9rqyTfnyM
2,5/8/26 5:04 PM,46.09,10.00,0.00,56.09,,,,Credit,sRdmNthnJ7cMb
1,5/8/26 5:04 PM,62.75,8.00,0.00,70.75,,,,Credit,MXPgtm7RFCFzF
4,5/8/26 5:18 PM,54.19,7.00,0.00,61.19,,,,Credit,7pKNRKhKTsCq9
3,5/8/26 5:09 PM,102.98,20.00,0.00,122.98,,,,Credit,ztgrwqgRRPWhn
5,5/8/26 5:24 PM,104.64,20.00,0.00,124.64,,,,Credit,jPxndfhkKcRfT
5,5/8/26 5:24 PM,104.65,20.00,0.00,124.65,,,,Credit,qCRb9NddW7dxg
6,5/8/26 5:59 PM,102.26,20.00,0.00,122.26,,,,Credit,RKFdHqbmWrzKW
9,5/8/26 6:59 PM,42.74,7.00,0.00,49.74,,,,Credit,yLszFdrLPxw7p
7,5/8/26 6:49 PM,125.51,25.00,0.00,150.51,,,,Credit,7NR7TXswyKhdz
12,5/8/26 7:20 PM,48.86,0.00,0.00,48.86,,,,Credit,C9WzgbFkHXyKs
12,5/8/26 7:20 PM,26.60,5.00,0.00,31.60,,,,Credit,wrqxnxmxqYnnd
8,5/8/26 6:58 PM,126.82,0.00,0.00,126.82,,,,Cash,nJ7myC7XJXzjq
11,5/8/26 7:18 PM,82.76,20.00,0.00,102.76,,,,Credit,sRNTftRwnKzjY
10,5/8/26 7:07 PM,184.65,50.00,0.00,234.65,,,,Credit,WKTdMFg9xXbqk
15,5/8/26 8:13 PM,64.40,10.00,0.00,74.40,,,,Credit,FX9k7yWWPcFJM
1,5/9/26 5:04 PM,116.31,34.00,0.00,150.31,,,,Credit,RYhmwzKyj7cyL
7,5/9/26 5:53 PM,55.18,7.65,0.00,62.83,,,,Credit,cMkndJmyRdndd
2,5/9/26 5:05 PM,21.64,0.00,4.00,25.64,,,,Credit,WMmHWygMjrjwL
2,5/9/26 5:05 PM,98.99,0.00,18.30,117.29,,,,Credit,PqJRRLgsrJthM
2,5/9/26 5:05 PM,77.39,0.00,14.30,91.69,,,,Credit,nhXsFnbFnpzgm
6,5/9/26 5:39 PM,120.62,29.38,0.00,150.00,,,,Credit,cznN9FsNt9MhR
8,5/9/26 5:54 PM,139.19,26.00,0.00,165.19,,,,Credit,mLJbjy9MmKxnh
9,5/9/26 5:56 PM,89.28,18.00,0.00,107.28,,,,Credit,scHyN7pkxHrqs
5,5/9/26 5:36 PM,110.88,25.00,0.00,135.88,,,,Credit,nhdbCrFmqqL9m
10,5/9/26 6:04 PM,198.89,40.00,0.00,238.89,,,,Credit,XThmfmmCqHxJ7
13,5/9/26 6:42 PM,143.87,17.00,0.00,160.87,,,,Credit,rfhchdwMRzbbM
11,5/9/26 6:18 PM,182.96,25.00,0.00,207.96,,,,Credit,Xtcz9CdNwTzrM
12,5/9/26 6:39 PM,131.94,40.00,0.00,171.94,,,,Credit,zTWwYqLtYgMHp
14,5/9/26 7:31 PM,114.15,22.85,0.00,137.00,,,,Credit,rngdHts9bqr7Y
15,5/9/26 7:43 PM,142.29,25.00,0.00,167.29,,,,Credit,kgHTpwHFXXhjT
16,5/9/26 7:43 PM,49.22,0.00,0.00,49.22,,,,Credit,bf97tYzxsHprq
17,5/9/26 8:38 PM,18.38,2.00,0.00,20.38,,,,Credit,htbTKgbhdhNrc
1,5/10/26 12:23 PM,162.32,30.00,0.00,192.32,,,,Credit,dsYFyPmHkTgYY
2,5/10/26 12:27 PM,78.44,16.00,0.00,94.44,,,,Credit,HYFcFgpwy7hjC
3,5/10/26 12:28 PM,212.53,50.00,0.00,262.53,,,,Credit,yWcnmpspJKLHr
5,5/10/26 12:37 PM,88.36,16.64,0.00,105.00,,,,Credit,pzCN9WMJmcqHM
4,5/10/26 12:35 PM,86.54,20.00,0.00,106.54,,,,Credit,mthfkCMxKNYWf
6,5/10/26 12:59 PM,90.37,18.37,0.00,108.74,,,,Credit,M9wbgKtTHw9fL
7,5/10/26 1:04 PM,73.75,6.25,0.00,80.00,,,,Credit,fJCKzFCRFgmWr
10,5/10/26 1:26 PM,54.10,10.80,0.00,64.90,,,,Credit,h9xct9WnKcgJN
8,5/10/26 1:13 PM,119.00,16.00,0.00,135.00,,,,Credit,TwzwyThLdMcfc
9,5/10/26 1:17 PM,170.43,35.00,0.00,205.43,,,,Credit,JKJMHyL7xFdhj
12,5/10/26 2:01 PM,47.78,10.00,0.00,57.78,,,,Credit,h7jXxrWTHkgTP
12,5/10/26 2:01 PM,39.04,8.00,0.00,47.04,,,,Credit,gdHRnKJWzqtWT
11,5/10/26 1:52 PM,89.26,10.74,0.00,100.00,,,,Credit,rkqXdxbjFtpXw
13,5/10/26 2:06 PM,131.12,28.00,0.00,159.12,,,,Credit,LwRRqpLw7qHNP
16,5/10/26 3:04 PM,62.76,10.00,0.00,72.76,,,,Credit,Rj97rmrmFRfky
15,5/10/26 2:47 PM,102.33,25.00,0.00,127.33,,,,Credit,FdHjxgqqCYCcd
17,5/10/26 4:02 PM,68.25,18.00,0.00,86.25,,,,Credit,nhYHRzY7xNKfW
20,5/10/26 4:30 PM,201.86,27.99,0.00,229.85,,,,Credit,qJWXwYmpmsnzK
18,5/10/26 4:11 PM,136.34,25.00,0.00,161.34,,,,Credit,dRNypY7smsPmC
19,5/10/26 4:16 PM,173.12,34.00,0.00,207.12,,,,Credit,qJxYgsgzJfmsK
22,5/10/26 4:39 PM,104.96,0.00,0.00,104.96,,,,Credit,gTNpWqxqg9rxy
21,5/10/26 4:36 PM,191.33,0.00,0.00,191.33,,,,Credit,d7yNbqHMCxHny
23,5/10/26 4:55 PM,54.10,0.00,0.00,54.10,,,,Credit,bnWMLs7fMy9by
25,5/10/26 5:10 PM,102.33,20.00,0.00,122.33,,,,Credit,zptYLs9gttRHX
24,5/10/26 5:05 PM,140.95,0.00,0.00,140.95,,,,Cash,ywhLdpgnfXztq
26,5/10/26 5:28 PM,157.39,30.00,0.00,187.39,,,,Credit,cj7TmLq9crYXC
29,5/10/26 6:06 PM,52.48,10.00,0.00,62.48,,,,Credit,mYPWNzbpq7hCc
27,5/10/26 5:35 PM,94.69,18.00,0.00,112.69,,,,Credit,zWqbJyxXtqwxn
28,5/10/26 5:56 PM,202.97,40.00,0.00,242.97,,,,Credit,TNbyKjYFJNJRz
31,5/10/26 6:20 PM,100.08,20.00,0.00,120.08,,,,Credit,TPLRY7tpPsrcH
30,5/10/26 6:14 PM,111.45,25.00,0.00,136.45,,,,Credit,HndNJpgrpgkrm
37,5/10/26 7:08 PM,84.38,14.04,0.00,98.42,,,,Credit,yJRdpCHNpPR9H
33,5/10/26 6:24 PM,199.61,40.00,0.00,239.61,,,,Credit,kqN79Jzfb7xsh
32,5/10/26 6:24 PM,130.39,25.00,0.00,155.39,,,,Credit,pTnqb9HHkhPTs
34,5/10/26 6:52 PM,39.50,13.00,0.00,52.50,,,,Credit,KMTPL7dHRLCFF
34,5/10/26 6:52 PM,84.37,16.84,0.00,101.21,,,,Credit,kChfXdTtfpCxK
35,5/10/26 7:03 PM,194.35,40.00,0.00,234.35,,,,Credit,sFXtmrcRnYJWX
36,5/10/26 7:03 PM,191.60,38.40,0.00,230.00,,,,Credit,NJRhLnkfRTMzh
40,5/10/26 8:01 PM,36.76,2.00,0.00,38.76,,,,Credit,mWyJx7zkPdKhM
39,5/10/26 7:37 PM,75.10,14.00,0.00,89.10,,,,Credit,TPKfHNgbndkjt
41,5/10/26 8:09 PM,53.02,9.98,0.00,63.00,,,,Credit,wczdJnJqwrTTw
2,5/11/26 6:12 PM,39.50,10.00,0.00,49.50,,,,Credit,PnyyqkdH7mXxd
1,5/11/26 6:07 PM,135.78,26.00,0.00,161.78,,,,Credit,tHfkNcyHjdb7k
3,5/11/26 6:19 PM,106.21,0.00,0.00,106.21,,,,Credit,n7MPsqw9ct9WJ
4,5/11/26 8:07 PM,42.74,12.00,0.00,54.74,,,,Credit,nnYnjWpbkzk9r
1,5/12/26 6:47 PM,8.66,0.00,0.00,8.66,,,,Cash,sXdXLHxtWpf97
2,5/12/26 8:12 PM,602.66,0.00,111.40,714.06,,,,Credit,9qMLRtrYfyHF7
4,5/12/26 8:19 PM,500.00,100.00,0.00,600.00,,,,Credit,sgkJfYYFWJNWr
4,5/12/26 8:19 PM,500.00,100.00,0.00,600.00,,,,Credit,Fy7bHrLFHYFPs
3,5/12/26 8:17 PM,237.90,60.00,44.00,341.90,,,,Credit,cyhCKcHnpbTK7
5,5/12/26 8:23 PM,70.45,70.00,0.00,140.45,,,,Credit,NkwFpwNzkqcYW
9,5/12/26 8:28 PM,55.17,0.00,0.00,55.17,,,,Credit,rMwgLbLzjPmNK
10,5/12/26 8:29 PM,36.78,6.22,0.00,43.00,,,,Credit,JnzKWftrpwHq7
11,5/12/26 8:30 PM,103.86,100.00,0.00,203.86,,,,Credit,HR97RJFnmyYLt
8,5/12/26 8:25 PM,73.60,20.00,0.00,93.60,,,,Credit,s9Knc7PMqLrKq
1,5/13/26 5:03 PM,42.20,8.00,0.00,50.20,,,,Credit,kfrMy7dgqyLnk
2,5/13/26 5:48 PM,54.10,10.00,0.00,64.10,,,,Credit,d7JjwmrdJcckp
4,5/13/26 6:14 PM,37.33,0.00,0.00,37.33,,,,Cash,spkxFKpqRXTyP
3,5/13/26 5:51 PM,318.66,12.44,58.90,390.00,,,,Credit,WfrrhznNJkTF7
6,5/13/26 7:43 PM,30.86,0.00,0.00,30.86,"RestaurantUser [id=1300000006718438259, user email = omeomaia123@gmail.com]","RestaurantUser [id=1300000006718438259, user email = omeomaia123@gmail.com]",5/13/2026 8:06 PM,Cash,dHjbtxWczPXx9
6,5/13/26 7:43 PM,30.86,0.00,0.00,30.86,"RestaurantUser [id=1300000006718438259, user email = omeomaia123@gmail.com]","RestaurantUser [id=1300000006718438259, user email = omeomaia123@gmail.com]",5/13/2026 8:06 PM,Cash,ndfCkMmcLfywr
6,5/13/26 7:43 PM,30.86,0.00,0.00,30.86,,,,Cash,KsWrbN9CgK9nm
5,5/13/26 7:13 PM,45.57,10.00,0.00,55.57,,,,Credit,sCCybc9JLngMw
5,5/13/26 7:13 PM,42.86,9.00,0.00,51.86,,,,Credit,Cg7HHxLmCxCHR
5,5/13/26 7:13 PM,42.86,8.00,0.00,50.86,,,,Credit,yjqnyg9HkXwp9
7,5/13/26 7:46 PM,29.39,5.00,0.00,34.39,,,,Credit,xFqfghmWknzRP
5,5/13/26 7:13 PM,46.10,0.00,0.00,46.10,,,,Cash,ftTHycbjXhdyg
1,5/14/26 5:36 PM,71.40,0.00,0.00,71.40,,,,Cash,kMbbFyqTMtppX
2,5/14/26 6:02 PM,106.03,20.00,0.00,126.03,,,,Credit,ttWqMRwqXzryr
4,5/14/26 6:52 PM,56.79,11.21,0.00,68.00,,,,Credit,f9YpYYdKgfsK9
3,5/14/26 6:48 PM,78.98,12.00,0.00,90.98,,,,Credit,XFF7qxCzH9m7h
6,5/14/26 7:14 PM,21.64,2.64,0.00,24.28,,,,Credit,XLqJypctTMHmw
6,5/14/26 7:14 PM,22.72,0.00,0.00,22.72,,,,Credit,wmfJzxRbYPRWW
6,5/14/26 7:14 PM,26.50,10.00,0.00,36.50,,,,Credit,nXWFzbsRYCTft
5,5/14/26 7:09 PM,57.35,15.00,0.00,72.35,,,,Credit,yknJWcYmbLgtP
7,5/14/26 7:48 PM,82.31,0.00,15.22,97.53,,,,Credit,HFwJPjTTWMKHK
7,5/14/26 7:48 PM,113.07,26.00,20.90,159.97,,,,Credit,R9bRfWzRMdMJn
7,5/14/26 7:48 PM,163.36,0.00,30.20,193.56,,,,Credit,TpyfwPstspPbJ
12,5/14/26 8:32 PM,114.21,15.00,0.00,129.21,,,,Credit,srjkj9pwzyYRC
2,5/15/26 5:07 PM,67.63,10.14,0.00,77.77,,,,Credit,NpJRqkydCkJtC
3,5/15/26 5:55 PM,58.97,15.00,0.00,73.97,,,,Credit,jHzkPhdy9Lf9F
4,5/15/26 6:10 PM,80.60,0.00,14.90,95.50,,,,Credit,hKYmwd7fmyHKk
4,5/15/26 6:10 PM,67.60,9.38,12.50,89.48,,,,Credit,YpjNypwCWFLcC
4,5/15/26 6:10 PM,65.47,0.00,12.10,77.57,,,,Credit,z9tJHYttWhsnw
6,5/15/26 6:19 PM,54.65,10.00,0.00,64.65,,,,Credit,mYYtgbWbbmtwf
10,5/15/26 6:46 PM,59.50,5.00,11.00,75.50,,,,Credit,srph7fXkJtNpb
9,5/15/26 6:44 PM,89.28,18.15,0.00,107.43,,,,Credit,MfRc9KnsThHRJ
5,5/15/26 6:13 PM,212.62,45.00,0.00,257.62,,,,Credit,JMdHLdLqcbNLb
7,5/15/26 6:39 PM,63.30,12.00,0.00,75.30,,,,Credit,jNjJkgMHTzTgf
8,5/15/26 6:40 PM,38.95,14.00,0.00,52.95,,,,Credit,YqjLFnCfpCCzM
13,5/15/26 7:01 PM,246.18,0.00,45.50,291.68,,,,Credit,KnxwwqgmXb7gC
10,5/15/26 6:46 PM,73.65,0.00,13.62,87.27,,,,Credit,MRm9jzgbPmcFK
12,5/15/26 6:53 PM,98.82,20.00,0.00,118.82,,,,Credit,HfyTzsybhcwdM
11,5/15/26 6:49 PM,149.35,40.00,0.00,189.35,,,,Credit,K9wzttKkrjksn
17,5/15/26 7:27 PM,124.43,25.00,0.00,149.43,,,,Credit,McHbhzyPC9WkW
19,5/15/26 8:07 PM,25.97,5.00,0.00,30.97,,,,Credit,fjLFLspzrMNgj
1,5/16/26 5:11 PM,86.12,16.00,0.00,102.12,,,,Credit,b7cFtJMtypRYF
2,5/16/26 5:27 PM,119.57,20.00,0.00,139.57,,,,Credit,yKNpNxr7fmcnz
3,5/16/26 5:32 PM,95.22,15.00,0.00,110.22,,,,Credit,dNHhgYCMxMCTm
7,5/16/26 6:11 PM,32.46,10.00,0.00,42.46,,,,Credit,K7MWyfCzPhnPh
4,5/16/26 5:33 PM,104.95,25.00,0.00,129.95,,,,Credit,yppwwysrnCWXX
5,5/16/26 5:35 PM,108.18,21.00,0.00,129.18,,,,Credit,7g9zWCnz9PmTW
6,5/16/26 5:59 PM,62.75,12.25,0.00,75.00,,,,Credit,x9ddJCybTwkqn
9,5/16/26 6:36 PM,137.41,25.40,0.00,162.81,,,,Credit,xJqsPJqfCbNtF
8,5/16/26 6:17 PM,332.82,0.00,61.52,394.34,,,,Credit,mNyfjqLHyWxHP
11,5/16/26 6:41 PM,70.95,2.00,0.00,72.95,,,,Credit,XKM9zcJPztfgd
11,5/16/26 6:41 PM,50.23,5.00,0.00,55.23,,,,Credit,XydWhCHyggk79
13,5/16/26 6:57 PM,67.72,14.00,0.00,81.72,,,,Credit,yrnKxNPhfwrHN
12,5/16/26 6:51 PM,89.90,15.00,0.00,104.90,,,,Credit,fNbTKyRnnk7zd
10,5/16/26 6:41 PM,172.05,40.00,0.00,212.05,,,,Credit,yjKgnWCTWsJxp
14,5/16/26 7:10 PM,74.68,20.00,13.80,108.48,,,,Credit,dWH7xY7FzjXJf
14,5/16/26 7:10 PM,56.26,0.00,10.40,66.66,,,,Cash,JjgPjC9kctYJs
14,5/16/26 7:10 PM,37.60,9.00,6.95,53.55,,,,Credit,HbH7CWthYXJhY
14,5/16/26 7:10 PM,37.61,9.00,6.95,53.56,,,,Credit,zWyHntyJMHtNb
16,5/16/26 7:54 PM,50.12,10.00,0.00,60.12,,,,Credit,MLkdXfJmg9fdn
16,5/16/26 7:54 PM,50.00,0.00,0.00,50.00,,,,Cash,LRXCsPTCdyTRb
1,5/17/26 5:21 PM,109.28,0.00,0.00,109.28,,,,Credit,PcHbrwMNzFm7Y
4,5/17/26 5:35 PM,95.22,19.36,0.00,114.58,,,,Credit,WcFbr97xkNdFP
5,5/17/26 5:39 PM,70.89,15.00,0.00,85.89,,,,Credit,xNjhFnsLzHzxh
2,5/17/26 5:23 PM,522.68,0.00,96.62,619.30,,,,Credit,WgYWxnKtPsWzT
7,5/17/26 6:07 PM,96.30,20.00,0.00,116.30,,,,Credit,djkYdLMh7Jfzw
8,5/17/26 6:33 PM,76.26,10.58,0.00,86.84,,,,Credit,tnYJdHdmqRXrg
10,5/17/26 6:52 PM,215.85,39.90,0.00,255.75,,,,Credit,RHhFMkCsMhgxy
3,5/17/26 5:30 PM,68.71,15.00,0.00,83.71,,,,Credit,wRyn9w9dNNXC7
3,5/17/26 5:30 PM,198.05,29.00,0.00,227.05,,,,Credit,rwzwXkhqjpHct
6,5/17/26 6:02 PM,60.04,0.00,0.00,60.04,,,,Credit,sWCpYmwjqRWwP
9,5/17/26 6:48 PM,96.29,20.00,0.00,116.29,,,,Credit,WhxLwCkp9KgHN
11,5/17/26 7:14 PM,62.76,12.00,0.00,74.76,,,,Credit,KCLmX9Kq7jXxn
13,5/17/26 8:20 PM,146.05,33.95,0.00,180.00,,,,Credit,JHxYwbyJmkF9t
1,5/20/26 5:19 PM,94.16,17.00,0.00,111.16,,,,Credit,7jcrKsqTqtKyr
3,5/20/26 5:36 PM,108.75,12.75,0.00,121.50,,,,Credit,Ps9MbYXLJPYsC
2,5/20/26 5:31 PM,47.61,0.00,0.00,47.61,,,,Cash,7gqqcqRNxbTrC
4,5/20/26 6:21 PM,66.72,0.00,0.00,66.72,,,,Cash,XRXwqk9wbtsNf
